name,subindustry,batch,Location1,Year,status,success
Magna,Financial Technology,W22,"New York, NY, USA",22,Active,Ongoing
RecordBook,B2B Software and Services,W22,Remote,22,Active,Ongoing
Sphere,Education,W22,"San Francisco, CA, USA",22,Active,Ongoing
Speechly,B2B Software and Services,W22,"Helsinki, Finland",22,Active,Ongoing
Stackshine,B2B Software and Services -> Operations,W22,Remote,22,Active,Ongoing
BharatX,Financial Technology -> Credit and Lending,W22,"Bengaluru, KA, India",22,Active,Ongoing
Ping.gg,Consumer -> Content,W22,Remote,22,Active,Ongoing
Gauss,Financial Technology -> Consumer Finance,W22,Remote,22,Active,Ongoing
RedBrick AI,B2B Software and Services,W22,"MH, India",22,Active,Ongoing
Flagright,B2B Software and Services,W22,"Berlin, Berlin, Germany",22,Active,Ongoing
Axis,B2B Software and Services -> Productivity,W22,Remote,22,Active,Ongoing
HOKALI,B2B Software and Services -> Marketing,W22,"San Francisco, CA, USA",22,Active,Ongoing
EXO Freight,B2B Software and Services -> Supply Chain and Logistics,W22,"Royal Oak, MI, USA",22,Active,Ongoing
Nook,Real Estate and Construction -> Construction,W22,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",22,Active,Ongoing
Bakool,Consumer,W22,"Jakarta, Jakarta, Indonesia",22,Active,Ongoing
Streak,Financial Technology -> Payments,W22,"Bengaluru, KA, India",22,Active,Ongoing
Cardda,Financial Technology -> Payments,W22,"Santiago, Santiago Metropolitan Region, Chile",22,Active,Ongoing
Ole,Consumer,W22,"Tel Aviv-Yafo, Tel Aviv District, Israel",22,Active,Ongoing
AeonCharge,Consumer -> Transportation Services,W22,"Seattle, WA, USA",22,Active,Ongoing
Palitronica Inc,B2B Software and Services -> Security,W22,Remote,22,Active,Ongoing
Castled Data,"B2B Software and Services -> Engineering, Product and Design",W22,"Bengaluru, KA, India",22,Active,Ongoing
Dart,B2B Software and Services -> Productivity,W22,"Redwood City, CA, USA",22,Active,Ongoing
Soon,Financial Technology -> Consumer Finance,W22,Remote,22,Active,Ongoing
Armilla AI,B2B Software and Services -> Analytics,W22,Remote,22,Active,Ongoing
SnapTrade,Financial Technology,W22,"Fredericton, NB, Canada",22,Active,Ongoing
Bunkyr,B2B Software and Services -> Security,W22,"Denver, CO, USA",22,Active,Ongoing
Sophys Health,B2B Software and Services -> Analytics,W22,"San Francisco, CA, USA",22,Active,Ongoing
Beam,B2B Software and Services,W22,"Cambridge, MA, USA",22,Active,Ongoing
Zorba,Real Estate and Construction -> Housing and Real Estate,W22,"Tel Aviv-Yafo, Tel Aviv District, Israel",22,Active,Ongoing
91Squarefeet,B2B Software and Services -> Retail,W22,"Gurugram, HR, India",22,Active,Ongoing
Azuki,Consumer -> Content,W22,Remote,22,Active,Ongoing
Mysterious,Financial Technology,W22,Remote,22,Active,Ongoing
Eto,B2B Software and Services -> Infrastructure,W22,Remote,22,Active,Ongoing
Stock Unlock,Financial Technology,W22,Remote,22,Active,Ongoing
Creizer,Financial Technology -> Credit and Lending,W22,"Mexico City, CDMX, Mexico",22,Active,Ongoing
MosaicVoice,B2B Software and Services -> Operations,W22,Remote,22,Active,Ongoing
Lightmeter,B2B Software and Services -> Sales,W22,"London, England, United Kingdom",22,Active,Ongoing
Phase Biolabs,Industrials -> Climate,W22,"Nottingham, England, United Kingdom",22,Active,Ongoing
Firezone,B2B Software and Services -> Security,W22,"Mountain View, CA, USA",22,Active,Ongoing
Agentnoon,B2B Software and Services -> Human Resources,W22,"Toronto, ON, Canada",22,Active,Ongoing
Elementary,B2B Software and Services -> Analytics,W22,"Tel Aviv-Yafo, Tel Aviv District, Israel",22,Active,Ongoing
Vista,B2B Software and Services -> Infrastructure,W22,Remote,22,Active,Ongoing
shopr.tv,Consumer,W22,"Bengaluru, KA, India",22,Active,Ongoing
Oto,Healthcare -> Consumer Health and Wellness,W22,"London, England, United Kingdom",22,Active,Ongoing
Lexter.ai,B2B Software and Services -> Legal,W22,Remote,22,Active,Ongoing
Cerebrium,B2B Software and Services -> Analytics,W22,Remote,22,Active,Ongoing
Sribuu,Financial Technology,W22,Remote,22,Active,Ongoing
haddock,B2B Software and Services -> Office Management,W22,"Barcelona, CT, Spain",22,Active,Ongoing
Inedit (Brandazine),Consumer -> Content,W22,"Seoul, South Korea",22,Active,Ongoing
Criya,B2B Software and Services,W22,"San Jose, CA, USA",22,Active,Ongoing
Philippo,Real Estate and Construction,W22,"Santiago, Santiago Metropolitan Region, Chile",22,Active,Ongoing
Munily,B2B Software and Services -> Security,W22,Remote,22,Active,Ongoing
celeri,B2B Software and Services -> Operations,W22,"Buenos Aires, CABA, Argentina",22,Active,Ongoing
Pyrls,Healthcare -> Healthcare IT,W22,Remote,22,Active,Ongoing
Unlayer,B2B Software and Services -> Productivity,W22,"San Francisco, CA, USA",22,Active,Ongoing
Happl,B2B Software and Services -> Human Resources,W22,"London, England, United Kingdom",22,Active,Ongoing
Fieldproxy,B2B Software and Services -> Productivity,W22,"Chennai, TN, India",22,Active,Ongoing
Speakify,Education,W22,Remote,22,Active,Ongoing
UpBanx,Financial Technology,W22,Remote,22,Active,Ongoing
Emigre,Financial Technology -> Banking and Exchange,W22,"Palo Alto, CA, USA",22,Active,Ongoing
Whiz,Financial Technology -> Payments,W22,"Jakarta, Jakarta, Indonesia",22,Active,Ongoing
Valari,Financial Technology,W22,Remote,22,Active,Ongoing
Ankr Health,Healthcare,W22,Remote,22,Active,Ongoing
Iron Leap,B2B Software and Services -> Operations,W22,"San Francisco, CA, USA",22,Active,Ongoing
Hyperbeam,"B2B Software and Services -> Engineering, Product and Design",W22,Remote,22,Active,Ongoing
Bobidi,"B2B Software and Services -> Engineering, Product and Design",W22,"Seoul, Seoul, South Korea",22,Active,Ongoing
Dioptra.ai,"B2B Software and Services -> Engineering, Product and Design",W22,"New York, NY, USA",22,Active,Ongoing
Atlas,B2B Software and Services -> Operations,W22,Remote,22,Active,Ongoing
Shuttle Central,"Consumer -> Travel, Leisure and Tourism",W22,"CancÃºn, Q.R., Mexico",22,Active,Ongoing
Orca,Financial Technology,W22,"Austin, TX, USA",22,Active,Ongoing
Miggos,B2B Software and Services -> Supply Chain and Logistics,W22,"SÃ£o Paulo, SP, Brazil",22,Active,Ongoing
Ozone,Consumer,W22,"San Francisco, CA, USA",22,Active,Ongoing
Instant Domains,Consumer -> Social,W22,"Victoria, BC, Canada",22,Active,Ongoing
Corveus Medical,Healthcare -> Medical Devices,W22,"Houston, TX, USA",22,Active,Ongoing
Alixia,Healthcare -> Therapeutics,W22,"San Francisco, CA, USA",22,Active,Ongoing
HypaHub,B2B Software and Services -> Analytics,W22,"Sunnyvale, CA, USA",22,Active,Ongoing
Myria,Consumer,W22,Remote,22,Active,Ongoing
Vendoo,Consumer,W22,Remote,22,Active,Ongoing
Heyfood,Consumer -> Food and Beverage,W22,"Ibadan, YO, Nigeria",22,Active,Ongoing
Touch and Pay Technologies Limited,Financial Technology -> Payments,W22,"Lagos, LA, Nigeria",22,Active,Ongoing
JumpWire,B2B Software and Services -> Security,W22,Remote,22,Active,Ongoing
Kaso (formerly Elkaso),B2B Software and Services -> Supply Chain and Logistics,W22,"Dubai, United Arab Emirates",22,Active,Ongoing
CUTR,"B2B Software and Services -> Engineering, Product and Design",W22,"Amsterdam, NH, Netherlands",22,Active,Ongoing
Koala,Education,W22,Remote,22,Active,Ongoing
Castia,Real Estate and Construction -> Housing and Real Estate,W22,"Mexico City, CDMX, Mexico",22,Active,Ongoing
Vance,Financial Technology -> Consumer Finance,W22,"Bengaluru, KA, India",22,Active,Ongoing
Rownd,B2B Software and Services -> Security,W22,"Raleigh, NC, USA",22,Active,Ongoing
Onyx Private,Financial Technology,W22,"Miami, FL, USA",22,Active,Ongoing
Industrial Next,Industrials -> Manufacturing and Robotics,W22,Remote,22,Active,Ongoing
Invert,Healthcare -> Industrial Bio,W22,"Copenhagen, Denmark",22,Active,Ongoing
DynamoFL,B2B Software and Services,W22,"San Francisco, CA, USA",22,Active,Ongoing
Seabound,Industrials -> Climate,W22,"London, England, United Kingdom",22,Active,Ongoing
HomeRoom,Real Estate and Construction -> Housing and Real Estate,W22,Remote,22,Active,Ongoing
Dropezy,Consumer,W22,"Jakarta, Jakarta, Indonesia",22,Active,Ongoing
Harmoney,Financial Technology,W22,"MH, India",22,Active,Ongoing
TeamOut,B2B Software and Services,W22,Remote,22,Active,Ongoing
Skillza,Education,W22,Remote,22,Active,Ongoing
Kindly,Healthcare -> Consumer Health and Wellness,W22,"Bengaluru, KA, India",22,Active,Ongoing
Gym Class - by IRL Studios,Consumer -> Virtual and Augmented Reality,W22,Remote,22,Active,Ongoing
Fleetzero,Industrials,W22,Remote,22,Active,Ongoing
Pursuit,"Consumer -> Travel, Leisure and Tourism",W22,"Denver, CO, USA",22,Active,Ongoing
Yezza,B2B Software and Services,W22,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",22,Active,Ongoing
Nyckel,"B2B Software and Services -> Engineering, Product and Design",W22,Remote,22,Active,Ongoing
NudgeLabs,B2B Software and Services -> Human Resources,W22,"Stockholm, Stockholm County, Sweden",22,Active,Ongoing
Spinach.io,"B2B Software and Services -> Engineering, Product and Design",W22,Remote,22,Active,Ongoing
Blaze,B2B Software and Services,W22,Remote,22,Active,Ongoing
Sarus,B2B Software and Services -> Analytics,W22,"Paris, ÃŽle-de-France, France",22,Active,Ongoing
bipi,B2B Software and Services -> Retail,W22,"Jakarta, Jakarta, Indonesia",22,Active,Ongoing
Nest Genomics,Healthcare -> Healthcare IT,W22,Remote,22,Active,Ongoing
Brown Foods,Healthcare -> Industrial Bio,W22,"Boston, MA, USA",22,Active,Ongoing
Arda,Financial Technology,W22,Remote,22,Active,Ongoing
Perl Street,Financial Technology -> Credit and Lending,W22,Remote,22,Active,Ongoing
Transfez,Financial Technology -> Payments,W22,"Jakarta, Jakarta, Indonesia",22,Active,Ongoing
Proper,Financial Technology -> Banking and Exchange,W22,Remote,22,Active,Ongoing
Segna,B2B Software and Services,W22,"Auckland, Auckland, New Zealand",22,Active,Ongoing
Wagetap,Financial Technology -> Credit and Lending,W22,"Sydney, NSW, Australia",22,Active,Ongoing
Loops,B2B Software and Services -> Marketing,W22,Remote,22,Active,Ongoing
VacationHomeRents,"Consumer -> Travel, Leisure and Tourism",W22,Remote,22,Active,Ongoing
Zywa,Financial Technology -> Payments,W22,"Dubai, United Arab Emirates",22,Active,Ongoing
Toolchest,B2B Software and Services -> Infrastructure,W22,Remote,22,Active,Ongoing
Shinkei Systems,Industrials -> Agriculture,W22,"New York, NY, USA",22,Active,Ongoing
Craniometrix,Healthcare -> Consumer Health and Wellness,W22,"New York, NY, USA",22,Active,Ongoing
Engage Bio,Healthcare -> Therapeutics,W22,"Santa Clara, CA, USA",22,Active,Ongoing
Actipulse Neuroscience,Healthcare -> Medical Devices,W22,"Mexico City, CDMX, Mexico",22,Active,Ongoing
PromptLoop,B2B Software and Services -> Analytics,W22,"San Francisco, CA, USA",22,Active,Ongoing
Momento,Financial Technology -> Insurance,W22,"Mexico City, CDMX, Mexico",22,Active,Ongoing
Starling,Healthcare -> Diagnostics,W22,"Houston, TX, USA",22,Active,Ongoing
8vdX,Financial Technology -> Banking and Exchange,W22,"Mumbai, MH, India",22,Active,Ongoing
Rosebud Biosciences,Healthcare -> Therapeutics,W22,"San Carlos, CA, USA",22,Active,Ongoing
Wingback,B2B Software and Services -> Infrastructure,W22,Remote,22,Active,Ongoing
Samos Insurance,Financial Technology -> Insurance,W22,"Kitchener, ON, Canada",22,Active,Ongoing
WeReno,Real Estate and Construction -> Construction,W22,"Toronto, ON, Canada",22,Active,Ongoing
Peakflo,Financial Technology -> Payments,W22,"Singapore, Singapore",22,Active,Ongoing
TrÃ©bol,B2B Software and Services -> Finance and Accounting,W22,"BogotÃ¡, Bogota, Colombia",22,Active,Ongoing
Rebill,Financial Technology -> Payments,W22,"Buenos Aires, CABA, Argentina",22,Active,Ongoing
Trellus,B2B Software and Services -> Sales,W22,"New York, NY, USA",22,Active,Ongoing
Flightcontrol,B2B Software and Services -> Infrastructure,W22,Remote,22,Active,Ongoing
Lumina,B2B Software and Services -> Recruiting and Talent,W22,Remote,22,Active,Ongoing
PolicyFly,Financial Technology -> Insurance,W22,Remote,22,Active,Ongoing
Selia,Healthcare -> Consumer Health and Wellness,W22,"BogotÃ¡, BogotÃ¡, Colombia",22,Active,Ongoing
Sieve,B2B Software and Services -> Infrastructure,W22,"San Francisco, CA, USA",22,Active,Ongoing
WorldQL,Consumer -> Gaming,W22,Remote,22,Active,Ongoing
Railbird,Financial Technology,W22,"New York, NY, USA",22,Active,Ongoing
Kapital,Financial Technology,W22,"Mexico City, CDMX, Mexico",22,Active,Ongoing
Syrona Health,Healthcare -> Healthcare Services,W22,"London, England, United Kingdom",22,Active,Ongoing
Boardcave,Consumer,W22,"Gold Coast, QLD, Australia",22,Active,Ongoing
LifeAt,Consumer,W22,"Seattle, WA, USA",22,Active,Ongoing
TYBR Health,Healthcare -> Medical Devices,W22,"Houston, TX, USA",22,Active,Ongoing
Uh-Oh Labs,Healthcare -> Diagnostics,W22,"Santa Clara, CA, USA",22,Active,Ongoing
OnScale,B2B Software and Services -> Productivity,W22,Remote,22,Active,Ongoing
Pelm,"B2B Software and Services -> Engineering, Product and Design",W22,"San Francisco, CA, USA",22,Active,Ongoing
Strac,B2B Software and Services -> Security,W22,Remote,22,Active,Ongoing
Remedial Health,Healthcare -> Healthcare Services,W22,"Lagos, LA, Nigeria",22,Active,Ongoing
Agave,Real Estate and Construction -> Construction,W22,"San Francisco, CA, USA",22,Active,Ongoing
Redbird,B2B Software and Services -> Analytics,W22,"New York, NY, USA",22,Active,Ongoing
Alfie,Healthcare -> Consumer Health and Wellness,W22,"New York, NY, USA",22,Active,Ongoing
AstroForge,Industrials -> Manufacturing and Robotics,W22,"Huntington Beach, CA, USA",22,Active,Ongoing
GrowthBook,B2B Software and Services -> Analytics,W22,Remote,22,Active,Ongoing
Compra RÃ¡pida,B2B Software and Services -> Retail,W22,Remote,22,Active,Ongoing
Mederva Health,Healthcare,W22,"San Francisco, CA, USA",22,Active,Ongoing
StafBook,B2B Software and Services -> Human Resources,W22,"Jakarta, Jakarta, Indonesia",22,Active,Ongoing
Bloom,Financial Technology -> Banking and Exchange,W22,"Dubai, Dubai, United Arab Emirates",22,Active,Ongoing
Arc,Financial Technology,W22,"San Francisco, CA, USA",22,Active,Ongoing
Uberduck,B2B Software and Services -> Marketing,W22,Remote,22,Active,Ongoing
Spot,Healthcare -> Diagnostics,W22,Remote,22,Active,Ongoing
Apollo,Financial Technology,W22,"Bengaluru, KA, India",22,Active,Ongoing
Northwind,Healthcare -> Healthcare Services,W22,"Los Angeles, CA, USA",22,Active,Ongoing
Better Financial Corporation,Financial Technology,W22,"New York, NY, USA",22,Active,Ongoing
Optery,Consumer -> Home and Personal,W22,Remote,22,Active,Ongoing
Wyvern,Industrials -> Aviation and Space,W22,"Edmonton, AB, Canada",22,Active,Ongoing
Andi,Consumer -> Content,W22,"Miami, FL, USA",22,Active,Ongoing
Nira Energy,Industrials -> Climate,W22,Remote,22,Active,Ongoing
Serif Health,Healthcare -> Healthcare Services,W22,Remote,22,Active,Ongoing
TAI,Financial Technology,W22,"San Francisco, CA, USA",22,Acquired,Exited
Suggestr,B2B Software and Services,W22,"Singapore, Singapore",22,Inactive,Inactive
Supertone,Consumer -> Content,W22,Remote,22,Inactive,Inactive
Cherry Recommends,B2B Software and Services,W22,Remote,22,Inactive,Inactive
Machine Zone,Consumer -> Gaming,W08,"Palo Alto, CA, USA",8,Acquired,Exited
Heroku,B2B Software and Services -> Infrastructure,W08,"San Francisco, CA, USA",8,Acquired,Exited
Ninite,B2B Software and Services -> Infrastructure,W08,"San Francisco, CA, USA",8,Active,Ongoing
RescueTime,B2B Software and Services -> Productivity,W08,Remote,8,Active,Ongoing
280 North,"B2B Software and Services -> Engineering, Product and Design",W08,"San Francisco, CA, USA",8,Acquired,Exited
Omnisio,Consumer -> Content,W08,"Atherton, CA, USA",8,Acquired,Exited
A Thinking Ape,B2B Software and Services -> Marketing,W08,Remote,8,Acquired,Exited
BitSample,"B2B Software and Services -> Engineering, Product and Design",W08,,8,Inactive,Inactive
Joberator,B2B Software and Services -> Recruiting and Talent,W08,"Los Angeles, CA, USA",8,Inactive,Inactive
Insoshi,B2B Software and Services -> Productivity,W08,,8,Inactive,Inactive
Snaptalent,B2B Software and Services -> Recruiting and Talent,W08,"San Francisco, CA, USA",8,Inactive,Inactive
YumDots,Consumer -> Gaming,W08,"San Francisco, CA, USA",8,Inactive,Inactive
Deluux,Consumer -> Social,W08,"Atlanta, GA, USA",8,Inactive,Inactive
Kirkland North,Consumer -> Gaming,W08,"San Francisco, CA, USA",8,Inactive,Inactive
Tipjoy,Financial Technology -> Payments,W08,,8,Inactive,Inactive
Mixwit,Consumer -> Content,W08,,8,Inactive,Inactive
Socialbrowse,Consumer -> Social,W08,,8,Inactive,Inactive
Wundrbar,B2B Software and Services -> Productivity,W08,"San Francisco, CA, USA",8,Inactive,Inactive
FathomDB,B2B Software and Services -> Infrastructure,W08,"San Francisco, CA, USA",8,Inactive,Inactive
MightyQuiz,Consumer -> Gaming,W08,"San Francisco, CA, USA",8,Inactive,Inactive
Trigger,"B2B Software and Services -> Engineering, Product and Design",W08,"San Francisco, CA, USA",8,Inactive,Inactive
GOAT Group,Consumer -> Apparel and Cosmetics,W11,"Los Angeles, CA, USA",11,Active,Ongoing
SingleStore,B2B Software and Services -> Infrastructure,W11,"San Francisco, CA, USA",11,Active,Ongoing
Fivestars,B2B Software and Services -> Retail,W11,"San Francisco, CA, USA",11,Acquired,Exited
HelloSign,B2B Software and Services -> Productivity,W11,"San Francisco, CA, USA",11,Acquired,Exited
DrChrono,Healthcare -> Healthcare IT,W11,Remote,11,Acquired,Exited
Storyworth,Consumer -> Home and Personal,W11,Remote,11,Active,Ongoing
Zerocater,B2B Software and Services -> Office Management,W11,"San Francisco, CA, USA",11,Active,Ongoing
Mino Games,Consumer -> Gaming,W11,"Montreal, QC, Canada",11,Active,Ongoing
Close,B2B Software and Services -> Sales,W11,Remote,11,Active,Ongoing
Tremendous,Financial Technology -> Payments,W11,Remote,11,Active,Ongoing
You Got Listings,Real Estate and Construction -> Housing and Real Estate,W11,Remote,11,Active,Ongoing
Instapainting,Consumer -> Home and Personal,W11,Remote,11,Active,Ongoing
Acunote,B2B Software and Services -> Productivity,W11,"San Francisco, CA, USA",11,Active,Ongoing
Tumult,"B2B Software and Services -> Engineering, Product and Design",W11,"San Francisco, CA, USA",11,Active,Ongoing
AppHarbor,B2B Software and Services -> Infrastructure,W11,"San Francisco, CA, USA",11,Active,Ongoing
Talkable,B2B Software and Services -> Retail,W11,"San Francisco, CA, USA",11,Active,Ongoing
TalkBin,B2B Software and Services -> Retail,W11,"Mountain View, CA, USA",11,Acquired,Exited
OrderAhead,Consumer -> Food and Beverage,W11,"San Francisco, CA, USA",11,Acquired,Exited
Lanyrd,Consumer -> Job and Career Services,W11,"London, England, United Kingdom",11,Acquired,Exited
Mailgun,"B2B Software and Services -> Engineering, Product and Design",W11,"San Francisco, CA, USA",11,Acquired,Exited
Apportable,B2B Software and Services -> Infrastructure,W11,"San Francisco, CA, USA",11,Acquired,Exited
Pebble,Consumer -> Consumer Electronics,W11,"Palo Alto, CA, USA",11,Acquired,Exited
Humble Bundle,Consumer -> Gaming,W11,"San Francisco, CA, USA",11,Acquired,Exited
Comprehend,Healthcare -> Healthcare IT,W11,"Redwood City, CA, USA",11,Acquired,Exited
Custora,B2B Software and Services -> Analytics,W11,"New York, NY, USA",11,Acquired,Exited
Hotspots,B2B Software and Services -> Marketing,W11,"San Francisco, CA, USA",11,Acquired,Exited
Sendoid,B2B Software and Services -> Productivity,W11,"San Francisco, CA, USA",11,Acquired,Exited
Earbits,B2B Software and Services -> Marketing,W11,"Los Angeles, CA, USA",11,Acquired,Exited
Upverter,"B2B Software and Services -> Engineering, Product and Design",W11,"Toronto, ON, Canada",11,Acquired,Exited
SimplyListed,Consumer -> Home and Personal,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Venuetastic,B2B Software and Services -> Office Management,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Siasto,B2B Software and Services -> Productivity,W11,"San Francisco, CA, USA",11,Inactive,Inactive
TrustEgg,Financial Technology -> Asset Management,W11,"Culver City, CA, USA",11,Inactive,Inactive
Tutorspree,Education,W11,"Chicago, IL, USA",11,Inactive,Inactive
Balanced,Financial Technology -> Consumer Finance,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Flotype,B2B Software and Services -> Retail,W11,"San Jose, CA, USA",11,Inactive,Inactive
Convore,Consumer -> Social,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Insight Data Science,Education,W11,"Palo Alto, CA, USA",11,Inactive,Inactive
Hyperink,Consumer -> Content,W11,"San Francisco, CA, USA",11,Inactive,Inactive
FitFu,Consumer -> Gaming,W11,"Ringwood, NJ, USA",11,Inactive,Inactive
Assembled,Consumer -> Social,W11,"Palo Alto, CA, USA",11,Inactive,Inactive
TellFi,B2B Software and Services -> Productivity,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Beetailer,B2B Software and Services -> Retail,W11,"Mountain View, CA, USA",11,Inactive,Inactive
Inporia,Consumer -> Apparel and Cosmetics,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Userfox,B2B Software and Services -> Marketing,W11,"San Francisco, CA, USA",11,Inactive,Inactive
Scribd,Consumer -> Content,S06,"San Francisco, CA, USA",6,Active,Ongoing
Omgpop,Consumer -> Gaming,S06,"New York, NY, USA",6,Acquired,Exited
Xobni,B2B Software and Services -> Productivity,S06,"San Francisco, CA, USA",6,Acquired,Exited
Jumpchat,Consumer -> Social,S06,"Palo Alto, CA, USA",6,Inactive,Inactive
Likebetter,Consumer -> Gaming,S06,"Cambridge, MA, USA",6,Inactive,Inactive
Zanbazaar,Consumer -> Home and Personal,S06,"Boston, MA, USA",6,Inactive,Inactive
Pollground,Consumer -> Social,S06,,6,Inactive,Inactive
Shoutfit,Consumer -> Apparel and Cosmetics,S06,"San Francisco, CA, USA",6,Inactive,Inactive
Talkito,Consumer -> Social,S06,,6,Inactive,Inactive
Thinkature,B2B Software and Services -> Productivity,S06,,6,Inactive,Inactive
Jamglue,Consumer -> Content,S06,"Seattle, WA, USA",6,Inactive,Inactive
Fivetran,B2B Software and Services -> Infrastructure,W13,"Oakland, CA, USA",13,Active,Ongoing
Heap,B2B Software and Services -> Analytics,W13,"San Francisco, CA, USA",13,Active,Ongoing
Goldbelly,Consumer -> Food and Beverage,W13,"New York, NY, USA",13,Active,Ongoing
InfluxData,B2B Software and Services -> Infrastructure,W13,Remote,13,Active,Ongoing
Cheetah,B2B Software and Services -> Retail,W13,"San Francisco, CA, USA",13,Active,Ongoing
Zenefits,B2B Software and Services -> Human Resources,W13,"San Francisco, CA, USA",13,Acquired,Exited
North,Consumer -> Virtual and Augmented Reality,W13,"Kitchener, ON, Canada",13,Acquired,Exited
Wefunder,Financial Technology -> Asset Management,W13,"San Francisco, CA, USA",13,Active,Ongoing
Watsi,Healthcare,W13,Remote,13,Active,Ongoing
Wevorce,Consumer -> Home and Personal,W13,"Bothell, WA, USA",13,Active,Ongoing
CrowdMed,Healthcare -> Healthcare Services,W13,Remote,13,Active,Ongoing
SimplyInsured,Healthcare -> Healthcare Services,W13,"San Francisco, CA, USA",13,Active,Ongoing
Experiment,Healthcare -> Healthcare Services,W13,Remote,13,Active,Ongoing
RADAR,B2B Software and Services -> Retail,W13,"New York, NY, USA",13,Active,Ongoing
Lollipuff,Consumer -> Apparel and Cosmetics,W13,"Mountain View, CA, USA",13,Active,Ongoing
Strikingly,B2B Software and Services -> Marketing,W13,"Shanghai, Shanghai, China",13,Active,Ongoing
Etleap,B2B Software and Services -> Infrastructure,W13,"San Francisco, CA, USA",13,Active,Ongoing
Lawdingo,Consumer -> Home and Personal,W13,"New York, NY, USA",13,Active,Ongoing
Padlet,B2B Software and Services -> Productivity,W13,"San Francisco, CA, USA",13,Active,Ongoing
BuildZoom,Consumer -> Home and Personal,W13,"San Francisco, CA, USA",13,Active,Ongoing
Scuba,B2B Software and Services -> Analytics,W13,"Redwood City, CA, USA",13,Active,Ongoing
CircuitLab,"B2B Software and Services -> Engineering, Product and Design",W13,Remote,13,Active,Ongoing
Semantics3,B2B Software and Services -> Retail,W13,"San Francisco, CA, USA",13,Acquired,Exited
Kalibrr,B2B Software and Services -> Operations,W13,"Makati, NCR, Philippines",13,Acquired,Exited
Coin,Financial Technology -> Consumer Finance,W13,"San Francisco, CA, USA",13,Acquired,Exited
MedXT,Healthcare -> Healthcare IT,W13,"San Francisco, CA, USA",13,Acquired,Exited
Meldium,B2B Software and Services -> Productivity,W13,"San Francisco, CA, USA",13,Acquired,Exited
Bitnami,B2B Software and Services -> Infrastructure,W13,"San Francisco, CA, USA",13,Acquired,Exited
GrepData,B2B Software and Services -> Analytics,W13,"San Francisco, CA, USA",13,Acquired,Exited
VaycayHero,"Consumer -> Travel, Leisure and Tourism",W13,"San Francisco, CA, USA",13,Acquired,Exited
Screenhero,B2B Software and Services -> Productivity,W13,"Mountain View, CA, USA",13,Acquired,Exited
Prophecy Sciences,B2B Software and Services -> Recruiting and Talent,W13,"San Francisco, CA, USA",13,Inactive,Inactive
Posmetrics,B2B Software and Services -> Retail,W13,"Cupertino, CA, USA",13,Inactive,Inactive
Airware,Industrials -> Drones,W13,"San Francisco, CA, USA",13,Inactive,Inactive
Teespring,Consumer -> Apparel and Cosmetics,W13,"San Francisco, CA, USA",13,Inactive,Inactive
Logiblock,B2B Software and Services -> Infrastructure,W13,"San Francisco, CA, USA",13,Inactive,Inactive
FlightCar,"Consumer -> Travel, Leisure and Tourism",W13,"San Francisco, CA, USA",13,Inactive,Inactive
Swapbox,Consumer -> Home and Personal,W13,"San Francisco, CA, USA",13,Inactive,Inactive
BeatDeck,B2B Software and Services -> Retail,W13,"Atlanta, GA, USA",13,Inactive,Inactive
RoverRide,Consumer -> Transportation Services,W13,"San Francisco, CA, USA",13,Inactive,Inactive
Medisas,Healthcare -> Healthcare IT,W13,"San Francisco, CA, USA",13,Inactive,Inactive
Trainzen,B2B Software and Services -> Human Resources,W13,"Sunnyvale, CA, USA",13,Inactive,Inactive
PayTango,B2B Software and Services -> Finance and Accounting,W13,"Mountain View, CA, USA",13,Inactive,Inactive
Swish,B2B Software and Services -> Supply Chain and Logistics,W13,"Palo Alto, CA, USA",13,Inactive,Inactive
Appcubator,"B2B Software and Services -> Engineering, Product and Design",W13,"Mountain View, CA, USA",13,Inactive,Inactive
StyleUp,Consumer -> Apparel and Cosmetics,W13,"New York, NY, USA",13,Inactive,Inactive
DoorDash,Consumer -> Food and Beverage,S13,"San Francisco, CA, USA",13,Exited,Exited
Webflow,"B2B Software and Services -> Engineering, Product and Design",S13,"San Francisco, CA, USA",13,Active,Ongoing
EasyPost,B2B Software and Services -> Supply Chain and Logistics,S13,Remote,13,Active,Ongoing
Panorama Education,Education,S13,"Boston, MA, USA",13,Active,Ongoing
Lob,B2B Software and Services -> Marketing,S13,"San Francisco, CA, USA",13,Active,Ongoing
CoreOS,B2B Software and Services -> Infrastructure,S13,"San Francisco, CA, USA",13,Acquired,Exited
Le Tote,Consumer -> Apparel and Cosmetics,S13,"San Francisco, CA, USA",13,Inactive,Inactive
True Link,Financial Technology,S13,Remote,13,Active,Ongoing
Reebee,Consumer -> Home and Personal,S13,"Kitchener, ON, Canada",13,Active,Ongoing
RealCrowd,Real Estate and Construction -> Housing and Real Estate,S13,"Portland, OR, USA",13,Active,Ongoing
One Month,Education,S13,Remote,13,Active,Ongoing
