name,subindustry,batch,Location1,Year,status,success
LendUp,Financial Technology -> Credit and Lending,W12,"San Francisco, CA, USA",12,Inactive,Inactive
Grouper,Consumer -> Food and Beverage,W12,"New York, NY, USA",12,Inactive,Inactive
Zillabyte,"B2B Software and Services -> Engineering, Product and Design",W12,"San Francisco, CA, USA",12,Inactive,Inactive
Talkray (TiKL),Consumer -> Social,W12,"Sunnyvale, CA, USA",12,Inactive,Inactive
Pixelapse,"B2B Software and Services -> Engineering, Product and Design",W12,"Palo Alto, CA, USA",12,Inactive,Inactive
Make School,Education,W12,"San Francisco, CA, USA",12,Inactive,Inactive
Zipio,Consumer -> Social,W12,,12,Inactive,Inactive
Minefold,B2B Software and Services -> Infrastructure,W12,"San Francisco, CA, USA",12,Inactive,Inactive
Marft,"B2B Software and Services -> Engineering, Product and Design",W12,,12,Inactive,Inactive
FamilyLeaf,Consumer -> Social,W12,"San Francisco, CA, USA",12,Inactive,Inactive
BookSolid,B2B Software and Services -> Retail,W12,,12,Inactive,Inactive
Optilly/Installmonetizer,B2B Software and Services -> Marketing,W12,"San Jose, CA, USA",12,Inactive,Inactive
Tap to Learn,Consumer -> Gaming,W12,"Menlo Park, CA, USA",12,Inactive,Inactive
Jellyfish Art,Consumer -> Home and Personal,W12,"San Francisco, CA, USA",12,Inactive,Inactive
Couple,Consumer -> Social,W12,"San Francisco, CA, USA",12,Inactive,Inactive
Hipmob,B2B Software and Services -> Operations,W12,"Palo Alto, CA, USA",12,Inactive,Inactive
Optimizely,"B2B Software and Services -> Engineering, Product and Design",W10,"San Francisco, CA, USA",10,Acquired,Exited
OwnLocal,B2B Software and Services -> Marketing,W10,"Austin, TX, USA",10,Active,Ongoing
Etacts,B2B Software and Services -> Sales,W10,"Palo Alto, CA, USA",10,Acquired,Exited
Movity,Real Estate and Construction -> Housing and Real Estate,W10,"San Francisco, CA, USA",10,Acquired,Exited
Cardpool,Consumer -> Home and Personal,W10,"San Francisco, CA, USA",10,Acquired,Exited
Cue,Consumer -> Home and Personal,W10,"San Francisco, CA, USA",10,Acquired,Exited
Zencoder,B2B Software and Services -> Infrastructure,W10,"San Francisco, CA, USA",10,Acquired,Exited
Nowmov,Consumer -> Content,W10,"San Francisco, CA, USA",10,Acquired,Exited
Creative Market,"B2B Software and Services -> Engineering, Product and Design",W10,"San Francisco, CA, USA",10,Acquired,Exited
Embedly,"B2B Software and Services -> Engineering, Product and Design",W10,"Boston, MA, USA",10,Acquired,Exited
Bitplay,Consumer -> Social,W10,"San Francisco, CA, USA",10,Acquired,Exited
Crocodoc,"B2B Software and Services -> Engineering, Product and Design",W10,"San Francisco, CA, USA",10,Acquired,Exited
All Screen,B2B Software and Services -> Marketing,W10,"Santa Monica, CA, USA",10,Acquired,Exited
500Friends,B2B Software and Services -> Retail,W10,"San Francisco, CA, USA",10,Acquired,Exited
Mertado,B2B Software and Services -> Retail,W10,"Redwood City, CA, USA",10,Acquired,Exited
Notifo,"B2B Software and Services -> Engineering, Product and Design",W10,"San Francisco, CA, USA",10,Inactive,Inactive
Infoharmoni,B2B Software and Services -> Marketing,W10,"San Francisco, CA, USA",10,Inactive,Inactive
Newcope,Consumer -> Gaming,W10,"Mountain View, CA, USA",10,Inactive,Inactive
Newslabs,"B2B Software and Services -> Engineering, Product and Design",W10,"Dublin, County Dublin, Ireland",10,Inactive,Inactive
Data Marketplace,B2B Software and Services -> Analytics,W10,"San Francisco, CA, USA",10,Inactive,Inactive
Fithub,B2B Software and Services -> Retail,W10,"Beijing, Beijing, China",10,Inactive,Inactive
Gamador,Consumer -> Gaming,W10,"San Francisco, CA, USA",10,Inactive,Inactive
Zenedy,Consumer -> Content,W10,"San Francisco, CA, USA",10,Inactive,Inactive
Answerly,Consumer -> Content,W10,"San Francisco, CA, USA",10,Inactive,Inactive
LaunchHear,B2B Software and Services -> Operations,W10,"San Francisco, CA, USA",10,Inactive,Inactive
Fabricly,B2B Software and Services -> Retail,W10,"New York, NY, USA",10,Inactive,Inactive
Twitch,Consumer -> Content,W07,"San Francisco, CA, USA",7,Acquired,Exited
Weebly,B2B Software and Services -> Marketing,W07,"San Francisco, CA, USA",7,Acquired,Exited
Buxfer,Financial Technology -> Consumer Finance,W07,"Santa Clara, CA, USA",7,Active,Ongoing
Virtualmin,B2B Software and Services -> Infrastructure,W07,"Mountain View, CA, USA",7,Active,Ongoing
Heysan,Consumer -> Social,W07,"San Francisco, CA, USA",7,Acquired,Exited
Auctomatic,Consumer -> Home and Personal,W07,"San Francisco, CA, USA",7,Acquired,Exited
Zenter,B2B Software and Services -> Productivity,W07,"Mountain View, CA, USA",7,Acquired,Exited
Octopart,Industrials -> Manufacturing and Robotics,W07,"New York, NY, USA",7,Acquired,Exited
Socialmoth,Consumer -> Social,W07,"San Francisco, CA, USA",7,Inactive,Inactive
View3,Industrials -> Manufacturing and Robotics,W07,,7,Inactive,Inactive
Whitenoise,Consumer -> Social,W07,"San Francisco, CA, USA",7,Inactive,Inactive
WriteWith,Consumer -> Content,W07,"Corvallis, OR, USA",7,Inactive,Inactive
Tsumobi,Consumer -> Social,W07,"Cambridge, MA, USA",7,Inactive,Inactive
Stripe,Financial Technology,S09,"San Francisco, CA, USA",9,Active,Ongoing
Mixpanel,B2B Software and Services -> Analytics,S09,"San Francisco, CA, USA",9,Active,Ongoing
WePay,Financial Technology -> Payments,S09,"Redwood City, CA, USA",9,Acquired,Exited
Lingt,Education,S09,"San Francisco, CA, USA",9,Active,Ongoing
RentHop,Real Estate and Construction -> Housing and Real Estate,S09,"New York, NY, USA",9,Active,Ongoing
SSovereign,Healthcare -> Therapeutics,S09,Remote,9,Active,Ongoing
Olark,B2B Software and Services -> Retail,S09,"Ann Arbor, MI, USA",9,Active,Ongoing
Directed Edge,Consumer -> Home and Personal,S09,"San Francisco, CA, USA",9,Active,Ongoing
Listia,Consumer -> Home and Personal,S09,"Campbell, CA, USA",9,Active,Ongoing
Flightcaster,"Consumer -> Travel, Leisure and Tourism",S09,"San Francisco, CA, USA",9,Acquired,Exited
GraffitiGeo,Consumer -> Content,S09,"Palo Alto, CA, USA",9,Acquired,Exited
Lockitron,Consumer -> Consumer Electronics,S09,"Palo Alto, CA, USA",9,Acquired,Exited
RethinkDB,B2B Software and Services -> Infrastructure,S09,"San Francisco, CA, USA",9,Acquired,Exited
Bump,Consumer -> Social,S09,"Mountain View, CA, USA",9,Acquired,Exited
DailyBooth,Consumer -> Social,S09,"San Francisco, CA, USA",9,Acquired,Exited
Instantq,B2B Software and Services -> Retail,S09,"San Francisco, CA, USA",9,Inactive,Inactive
Wakemate,Consumer -> Consumer Electronics,S09,"San Francisco, CA, USA",9,Inactive,Inactive
Stackq,"B2B Software and Services -> Engineering, Product and Design",S09,,9,Inactive,Inactive
AdThrow,B2B Software and Services -> Marketing,S09,,9,Inactive,Inactive
RoboHR,B2B Software and Services -> Human Resources,S09,,9,Inactive,Inactive
NudgePad,"B2B Software and Services -> Engineering, Product and Design",S09,"San Francisco, CA, USA",9,Inactive,Inactive
Plurchase,Consumer -> Social,S09,"San Francisco, CA, USA",9,Inactive,Inactive
Fanchatter,B2B Software and Services -> Marketing,S09,"Minneapolis, MN, USA",9,Inactive,Inactive
CarWoo,Consumer -> Transportation Services,S09,"Burlingame, CA, USA",9,Inactive,Inactive
Jobspice,Consumer -> Job and Career Services,S09,"San Francisco, CA, USA",9,Inactive,Inactive
HighlightCam,Consumer -> Content,S09,"Mountain View, CA, USA",9,Inactive,Inactive
Wufoo,B2B Software and Services -> Marketing,W06,"Tampa, FL, USA",6,Acquired,Exited
Project Wedding,Consumer -> Home and Personal,W06,"Bethesda, MD, USA",6,Acquired,Exited
Clustrix,B2B Software and Services -> Infrastructure,W06,"San Francisco, CA, USA",6,Acquired,Exited
Inkling,B2B Software and Services -> Finance and Accounting,W06,"Chicago, IL, USA",6,Acquired,Exited
Audiobeta,B2B Software and Services -> Marketing,W06,"Somerville, MA, USA",6,Inactive,Inactive
Flagr,Consumer -> Social,W06,"NY, USA",6,Inactive,Inactive
Snipshot,Consumer -> Content,W06,,6,Inactive,Inactive
Faire,B2B Software and Services -> Retail,W17,"San Francisco, CA, USA",17,Active,Ongoing
Brex,Financial Technology -> Banking and Exchange,W17,Remote,17,Active,Ongoing
Rippling,B2B Software and Services -> Human Resources,W17,"San Francisco, CA, USA",17,Active,Ongoing
Retool,B2B Software and Services -> Productivity,W17,"San Francisco, CA, USA",17,Active,Ongoing
Solugen,Healthcare -> Industrial Bio,W17,"Houston, TX, USA",17,Active,Ongoing
Clipboard Health,Healthcare -> Healthcare Services,W17,Remote,17,Active,Ongoing
Bitrise,B2B Software and Services -> Infrastructure,W17,Remote,17,Active,Ongoing
"Lively, Inc.",Healthcare -> Healthcare IT,W17,"San Francisco, CA, USA",17,Active,Ongoing
Ledger Investing,Financial Technology -> Insurance,W17,Remote,17,Active,Ongoing
UpKeep,B2B Software and Services -> Office Management,W17,"Los Angeles, CA, USA",17,Active,Ongoing
Volansi,Industrials -> Drones,W17,"San Francisco, CA, USA",17,Active,Ongoing
Reliance Health,Healthcare -> Healthcare Services,W17,"Lagos, LA, Nigeria",17,Active,Ongoing
Armory,B2B Software and Services -> Infrastructure,W17,Remote,17,Active,Ongoing
Ambient.ai,B2B Software and Services -> Security,W17,"San Jose, CA, USA",17,Active,Ongoing
Soomgo,Consumer -> Home and Personal,W17,"Seoul, South Korea",17,Active,Ongoing
Snappr,B2B Software and Services,W17,"San Francisco, CA, USA",17,Active,Ongoing
Nomba,Financial Technology -> Payments,W17,"Lagos, LA, Nigeria",17,Active,Ongoing
Sigma Genetics,Healthcare -> Therapeutics,W17,"Seattle, WA, USA",17,Active,Ongoing
ACLU,Unspecified,W17,"New York, NY, USA",17,Active,Ongoing
Humi,B2B Software and Services -> Human Resources,W17,"Toronto, ON, Canada",17,Active,Ongoing
Helix Nanotechnologies,Healthcare -> Drug Discovery and Delivery,W17,"Cambridge, MA, USA",17,Active,Ongoing
Mirror AI,Consumer -> Social,W17,Remote,17,Active,Ongoing
Dost Education,Unspecified,W17,Remote,17,Active,Ongoing
The Centre for Effective Altruism,Unspecified,W17,"Oxford, England, United Kingdom",17,Active,Ongoing
Indee Labs,Healthcare -> Drug Discovery and Delivery,W17,"Berkeley, CA, USA",17,Active,Ongoing
OneFin,Financial Technology -> Credit and Lending,W17,"Bengaluru, KA, India",17,Active,Ongoing
"Wifi Dabba, Inc.",Consumer -> Home and Personal,W17,"Bengaluru, KA, India",17,Active,Ongoing
Delee,Healthcare -> Diagnostics,W17,"Monterrey, N.L., Mexico",17,Active,Ongoing
NanoNets,"B2B Software and Services -> Engineering, Product and Design",W17,Remote,17,Active,Ongoing
BIOS Health,Healthcare,W17,"Cambridge, England, United Kingdom",17,Active,Ongoing
AON3D,Industrials -> Manufacturing and Robotics,W17,"Montreal, QC, Canada",17,Active,Ongoing
Smart Alto,Real Estate and Construction -> Housing and Real Estate,W17,Remote,17,Active,Ongoing
BuyPower,Industrials -> Climate,W17,"Federal Capital Territory, Nigeria",17,Active,Ongoing
Interlock,B2B Software and Services -> Security,W17,Remote,17,Active,Ongoing
Hogaru,Consumer -> Home and Personal,W17,"BogotÃ¡, Bogota, Colombia",17,Active,Ongoing
Pilot,B2B Software and Services -> Human Resources,W17,Remote,17,Active,Ongoing
Bulk MRO Industrial Supply,B2B Software and Services -> Supply Chain and Logistics,W17,"New York, NY, USA",17,Active,Ongoing
Inboxbooster,B2B Software and Services -> Marketing,W17,Remote,17,Active,Ongoing
AlemHealth,Healthcare -> Healthcare Services,W17,"Singapore, Singapore",17,Active,Ongoing
Request Network,Financial Technology -> Payments,W17,Remote,17,Active,Ongoing
Collectly,Healthcare -> Healthcare IT,W17,"Los Angeles, CA, USA",17,Active,Ongoing
Aella,Financial Technology -> Credit and Lending,W17,"Lagos, LA, Nigeria",17,Active,Ongoing
Tolemi,Real Estate and Construction -> Housing and Real Estate,W17,"Boston, MA, USA",17,Active,Ongoing
Wright Electric,Industrials -> Aviation and Space,W17,"Albany, NY, USA",17,Active,Ongoing
"Veryfi, Inc.",B2B Software and Services -> Finance and Accounting,W17,"San Mateo, CA, USA",17,Active,Ongoing
Mednet,Healthcare -> Healthcare IT,W17,"New York, NY, USA",17,Active,Ongoing
Token Transit,Government,W17,"San Francisco, CA, USA",17,Active,Ongoing
RankScience,B2B Software and Services -> Marketing,W17,Remote,17,Active,Ongoing
Entry,B2B Software and Services -> Productivity,W17,"San Francisco, CA, USA",17,Active,Ongoing
Sandbox Banking,Financial Technology -> Banking and Exchange,W17,Remote,17,Active,Ongoing
The Essential,Consumer,W17,"San Francisco, CA, USA",17,Active,Ongoing
Upcall,B2B Software and Services -> Sales,W17,Remote,17,Active,Ongoing
Beek,Consumer -> Content,W17,"Mexico City, CDMX, Mexico",17,Active,Ongoing
"Millibatt, Inc.",Industrials -> Manufacturing and Robotics,W17,"Los Angeles, CA, USA",17,Active,Ongoing
REZI,Real Estate and Construction -> Housing and Real Estate,W17,"New York, NY, USA",17,Active,Ongoing
Paragon One,Education,W17,Remote,17,Active,Ongoing
MDalgorithms Inc.,Healthcare -> Consumer Health and Wellness,W17,Remote,17,Active,Ongoing
BloomAPI,Healthcare -> Healthcare IT,W17,"Seattle, WA, USA",17,Active,Ongoing
Simple Habit,Healthcare -> Consumer Health and Wellness,W17,Remote,17,Active,Ongoing
Loop Support,B2B Software and Services -> Recruiting and Talent,W17,Remote,17,Active,Ongoing
Sinovia Technologies,Industrials -> Manufacturing and Robotics,W17,"San Carlos, CA, USA",17,Active,Ongoing
Bountiful,Industrials -> Agriculture,W17,"San Francisco, CA, USA",17,Active,Ongoing
Speak,Consumer -> Social,W17,"San Francisco, CA, USA",17,Active,Ongoing
Tizeti,Consumer -> Home and Personal,W17,"Lagos, LA, Nigeria",17,Active,Ongoing
VoiceOps,B2B Software and Services -> Sales,W17,"San Francisco, CA, USA",17,Active,Ongoing
ScopeAI,B2B Software and Services -> Operations,W17,"San Francisco, CA, USA",17,Acquired,Exited
Peer5,B2B Software and Services -> Infrastructure,W17,"Palo Alto, CA, USA",17,Acquired,Exited
KidPass,Education,W17,Remote,17,Acquired,Exited
Playment,"B2B Software and Services -> Engineering, Product and Design",W17,"Bengaluru, KA, India",17,Acquired,Exited
Terark,B2B Software and Services -> Infrastructure,W17,"Beijing, Beijing, China",17,Acquired,Exited
ZipX,Consumer -> Food and Beverage,W17,"Hong Kong Island, Hong Kong",17,Acquired,Exited
Bulletin,B2B Software and Services -> Retail,W17,"New York, NY, USA",17,Acquired,Exited
Breaker,Consumer -> Content,W17,"San Francisco, CA, USA",17,Acquired,Exited
Tetra,B2B Software and Services -> Productivity,W17,"San Francisco, CA, USA",17,Acquired,Exited
WaystoCap,B2B Software and Services -> Office Management,W17,"Casablanca, Casablanca-Settat, Morocco",17,Acquired,Exited
Supr Daily,Consumer -> Food and Beverage,W17,"Bengaluru, KA, India",17,Acquired,Exited
Hivy,B2B Software and Services -> Office Management,W17,"San Francisco, CA, USA",17,Acquired,Exited
Penny,Financial Technology -> Consumer Finance,W17,"San Francisco, CA, USA",17,Acquired,Exited
Wavy,Consumer -> Virtual and Augmented Reality,W17,"Paris, ÃŽle-de-France, France",17,Acquired,Exited
Fiix,Consumer -> Transportation Services,W17,"Toronto, ON, Canada",17,Acquired,Exited
Scaphold.io,"B2B Software and Services -> Engineering, Product and Design",W17,"San Francisco, CA, USA",17,Acquired,Exited
Shipamax,B2B Software and Services -> Supply Chain and Logistics,W17,"London, England, United Kingdom",17,Acquired,Exited
Arthena,Financial Technology -> Asset Management,W17,"New York, NY, USA",17,Acquired,Exited
lvl5,Industrials -> Automotive,W17,,17,Acquired,Exited
Scribe,B2B Software and Services -> Sales,W17,"Bengaluru, KA, India",17,Acquired,Exited
Clear Genetics,Healthcare -> Consumer Health and Wellness,W17,"San Francisco, CA, USA",17,Acquired,Exited
No Lean Season,Unspecified,W17,Remote,17,Inactive,Inactive
Anasen,B2B Software and Services -> Analytics,W17,Remote,17,Inactive,Inactive
Niles,B2B Software and Services -> Productivity,W17,"San Francisco, CA, USA",17,Inactive,Inactive
SourceBeacon,Consumer -> Home and Personal,W17,,17,Inactive,Inactive
Voodoo Manufacturing,Industrials -> Manufacturing and Robotics,W17,"NY, USA",17,Inactive,Inactive
Bicycle AI,B2B Software and Services -> Operations,W17,"Bengaluru, KA, India",17,Inactive,Inactive
Marketfox,B2B Software and Services -> Marketing,W17,Remote,17,Inactive,Inactive
FloydHub,"B2B Software and Services -> Engineering, Product and Design",W17,"San Francisco, CA, USA",17,Inactive,Inactive
Neema,Financial Technology -> Consumer Finance,W17,"Tel Aviv-Yafo, Tel Aviv District, Israel",17,Inactive,Inactive
Arylla,Industrials -> Manufacturing and Robotics,W17,"Kitchener, ON, Canada",17,Inactive,Inactive
Firsthand,B2B Software and Services -> Retail,W17,,17,Inactive,Inactive
Rally Tennis,Consumer,W17,"Denver, CO, USA",17,Inactive,Inactive
Sycamore,B2B Software and Services -> Recruiting and Talent,W17,,17,Inactive,Inactive
Fibo,B2B Software and Services -> Productivity,W17,"San Francisco, CA, USA",17,Inactive,Inactive
InnaMed,Healthcare -> Diagnostics,W17,"Philadelphia, PA, USA",17,Inactive,Inactive
Volt Health,Healthcare -> Medical Devices,W17,"Mountain View, CA, USA",17,Inactive,Inactive
Origin,B2B Software and Services -> Office Management,W17,"San Francisco, CA, USA",17,Inactive,Inactive
VanGo,Consumer -> Home and Personal,W17,"New York, NY, USA",17,Inactive,Inactive
Sudden Coffee,Consumer -> Food and Beverage,W17,"San Francisco, CA, USA",17,Inactive,Inactive
Tress,Consumer -> Social,W17,"Accra, Greater Accra Region, Ghana",17,Inactive,Inactive
Zinc Platform,Financial Technology -> Insurance,W17,"New York, NY, USA",17,Inactive,Inactive
Cartcam,Consumer -> Home and Personal,W17,,17,Inactive,Inactive
Pulse,Healthcare -> Consumer Health and Wellness,W17,"Bengaluru, KA, India",17,Inactive,Inactive
LitHit,Consumer -> Consumer Electronics,W17,,17,Inactive,Inactive
Pit.AI,Financial Technology -> Asset Management,W17,"San Francisco, CA, USA",17,Inactive,Inactive
Riley,Real Estate and Construction -> Housing and Real Estate,W17,"New York, NY, USA",17,Inactive,Inactive
Pearl,B2B Software and Services -> Office Management,W17,"San Francisco, CA, USA",17,Inactive,Inactive
Cowlar,Industrials -> Agriculture,W17,"Memphis, TN, USA",17,Inactive,Inactive
boxouse,Real Estate and Construction -> Housing and Real Estate,W17,"Oakland, CA, USA",17,Inactive,Inactive
Trade,Industrials -> Agriculture,W17,"Broken Arrow, OK, USA",17,Inactive,Inactive
Nash,B2B Software and Services -> Supply Chain and Logistics,S21,Remote,21,Active,Ongoing
Yummy,Consumer,S21,"Los Angeles, CA, USA",21,Active,Ongoing
Slash,Financial Technology,S21,"San Francisco, CA, USA",21,Active,Ongoing
MarqVision,B2B Software and Services,S21,"Los Angeles, CA, USA",21,Active,Ongoing
Careerist,Education,S21,Remote,21,Active,Ongoing
JABU Logistics,B2B Software and Services -> Supply Chain and Logistics,S21,"Windhoek, Khomas Region, Namibia",21,Active,Ongoing
Revolve Surgical,Healthcare -> Medical Devices,S21,"Toronto, ON, Canada",21,Active,Ongoing
Liv Labs,Healthcare -> Consumer Health and Wellness,S21,Remote,21,Active,Ongoing
Mecho Autotech,Industrials -> Automotive,S21,"Lagos, LA, Nigeria",21,Active,Ongoing
Odiggo,Consumer -> Consumer Electronics,S21,"San Francisco, CA, USA",21,Active,Ongoing
Beau,B2B Software and Services -> Operations,S21,Remote,21,Active,Ongoing
Toku,B2B Software and Services -> Finance and Accounting,S21,"Mexico City, CDMX, Mexico",21,Active,Ongoing
Metaphor,Consumer,S21,"San Francisco, CA, USA",21,Active,Ongoing
Safer Management,B2B Software and Services,S21,"Dallas, TX, USA",21,Active,Ongoing
Chipax,B2B Software and Services -> Finance and Accounting,S21,Remote,21,Active,Ongoing
Amenli,Financial Technology -> Insurance,S21,"Cairo, Cairo Governorate, Egypt",21,Active,Ongoing
Pide Directo,B2B Software and Services -> Supply Chain and Logistics,S21,"Monterrey, N.L., Mexico",21,Active,Ongoing
Lightly,"B2B Software and Services -> Engineering, Product and Design",S21,"ZÃ¼rich, ZH, Switzerland",21,Active,Ongoing
Equipt Health,Healthcare,S21,"Seattle, WA, USA",21,Active,Ongoing
Payflow,B2B Software and Services -> Human Resources,S21,"Lisbon, Lisbon, Portugal",21,Active,Ongoing
Charge Robotics,Industrials -> Manufacturing and Robotics,S21,"Oakland, CA, USA",21,Active,Ongoing
Ahazou,B2B Software and Services -> Marketing,S21,Remote,21,Active,Ongoing
Titipku,Consumer,S21,"Jakarta, Jakarta, Indonesia",21,Active,Ongoing
HEO Robotics,Industrials -> Aviation and Space,S21,"Sydney, NSW, Australia",21,Active,Ongoing
Satsuma,B2B Software and Services -> Infrastructure,S21,Remote,21,Active,Ongoing
Turion Space,Industrials -> Aviation and Space,S21,"Irvine, CA, USA",21,Active,Ongoing
Stepful,Education,S21,"New York, NY, USA",21,Active,Ongoing
Synder,B2B Software and Services -> Finance and Accounting,S21,"San Francisco, CA, USA",21,Active,Ongoing
CafÃ©,B2B Software and Services -> Human Resources,S21,"New York, NY, USA",21,Active,Ongoing
Datlo,B2B Software and Services -> Analytics,S21,"MaringÃ¡, PR, Brazil",21,Active,Ongoing
OneShop,Consumer,S21,"San Francisco, CA, USA",21,Active,Ongoing
FirstIgnite,B2B Software and Services,S21,Remote,21,Active,Ongoing
Aviator,"B2B Software and Services -> Engineering, Product and Design",S21,Remote,21,Active,Ongoing
LabSimply,Healthcare -> Diagnostics,S21,"Urbana, IL, USA",21,Active,Ongoing
Talentdrop,B2B Software and Services -> Recruiting and Talent,S21,Remote,21,Active,Ongoing
Stack,Financial Technology,S21,"Bengaluru, KA, India",21,Active,Ongoing
GamerPay,Consumer -> Gaming,S21,"Copenhagen, Denmark",21,Active,Ongoing
Sitenna,B2B Software and Services,S21,Remote,21,Active,Ongoing
Evidence,B2B Software and Services -> Analytics,S21,Remote,21,Active,Ongoing
Luminate Medical,Healthcare -> Medical Devices,S21,"Galway, County Galway, Ireland",21,Active,Ongoing
Pactima,B2B Software and Services -> Legal,S21,Remote,21,Active,Ongoing
Medium Biosciences,Healthcare -> Industrial Bio,S21,Remote,21,Active,Ongoing
Adra,Healthcare -> Healthcare IT,S21,"Singapore, Singapore",21,Active,Ongoing
BlackOakTV,Consumer -> Content,S21,"New York, NY, USA",21,Active,Ongoing
Tantl,"B2B Software and Services -> Engineering, Product and Design",S21,"San Francisco, CA, USA",21,Active,Ongoing
Spoken,Consumer -> Home and Personal,S21,Remote,21,Active,Ongoing
StandardCode,B2B Software and Services -> Sales,S21,Remote,21,Active,Ongoing
SFA Therapeutics,Healthcare -> Therapeutics,S21,"Philadelphia, PA, USA",21,Active,Ongoing
Codex,"B2B Software and Services -> Engineering, Product and Design",S21,Remote,21,Active,Ongoing
Saay,B2B Software and Services -> Sales,S21,Remote,21,Active,Ongoing
Mindmesh,B2B Software and Services -> Productivity,S21,"Boston, MA, USA",21,Active,Ongoing
Opkit,Healthcare -> Healthcare IT,S21,"New York, NY, USA",21,Active,Ongoing
Crew,B2B Software and Services -> Human Resources,S21,Remote,21,Active,Ongoing
Therify,B2B Software and Services -> Human Resources,S21,Remote,21,Active,Ongoing
Phykos,Industrials -> Climate,S21,Remote,21,Active,Ongoing
Hirebolt,B2B Software and Services -> Human Resources,S21,"London, England, United Kingdom",21,Active,Ongoing
Plai,B2B Software and Services -> Marketing,S21,Remote,21,Active,Ongoing
Atlas,B2B Software and Services,S21,"Singapore, Singapore",21,Active,Ongoing
CellChorus,Healthcare -> Industrial Bio,S21,"Houston, TX, USA",21,Active,Ongoing
Output Biosciences,Healthcare -> Therapeutics,S21,"New York, NY, USA",21,Active,Ongoing
Abatable,Industrials -> Climate,S21,"London, England, United Kingdom",21,Active,Ongoing
ContraForce,B2B Software and Services -> Security,S21,Remote,21,Active,Ongoing
Storylane,B2B Software and Services,S21,"Santa Clara, CA, USA",21,Active,Ongoing
StrideQ (formerly SliceQ),B2B Software and Services -> Retail,S21,Remote,21,Active,Ongoing
Byte Kitchen,Consumer -> Food and Beverage,S21,"San Mateo, CA, USA",21,Active,Ongoing
Moving Parts,"B2B Software and Services -> Engineering, Product and Design",S21,Remote,21,Active,Ongoing
Membo,Consumer -> Food and Beverage,S21,"Tallinn, Harju County, Estonia",21,Active,Ongoing
Orderli,B2B Software and Services,S21,"Utrecht, UT, Netherlands",21,Active,Ongoing
Suplias,B2B Software and Services,S21,"Lagos, LA, Nigeria",21,Active,Ongoing
Abhi,Financial Technology -> Credit and Lending,S21,"Sindh, Pakistan",21,Active,Ongoing
Pandai,Education,S21,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",21,Active,Ongoing
Verde,Financial Technology -> Credit and Lending,S21,"SÃ£o Paulo, SP, Brazil",21,Active,Ongoing
Coinfeeds,Financial Technology,S21,Remote,21,Active,Ongoing
idemeum,B2B Software and Services,S21,"Palo Alto, CA, USA",21,Active,Ongoing
Ruth Health,Healthcare -> Healthcare Services,S21,Remote,21,Active,Ongoing
CollabKit,B2B Software and Services -> Infrastructure,S21,Remote,21,Active,Ongoing
Baubap,Financial Technology -> Credit and Lending,S21,Remote,21,Active,Ongoing
Oneistox,Education,S21,"Delhi, DL, India",21,Active,Ongoing
Kapacity.io,Industrials -> Energy,S21,"Helsinki, Finland",21,Active,Ongoing
Plug,Financial Technology -> Payments,S21,"Rio de Janeiro, RJ, Brazil",21,Active,Ongoing
Tuli Health,Healthcare,S21,"London, England, United Kingdom",21,Active,Ongoing
Stownest,Consumer,S21,"Bengaluru, KA, India",21,Active,Ongoing
Filadd,Education,S21,"Santiago, Santiago Metropolitan Region, Chile",21,Active,Ongoing
Kiwi Biosciences,Healthcare -> Consumer Health and Wellness,S21,Remote,21,Active,Ongoing
Nasdisc,Consumer,S21,"San Francisco, CA, USA",21,Active,Ongoing
Luable,Financial Technology -> Asset Management,S21,Remote,21,Active,Ongoing
Caire Health,Healthcare -> Diagnostics,S21,"FL, USA",21,Active,Ongoing
bloop,"B2B Software and Services -> Engineering, Product and Design",S21,"London, England, United Kingdom",21,Active,Ongoing
Synth,B2B Software and Services -> Productivity,S21,"Bengaluru, KA, India",21,Active,Ongoing
Pylon,B2B Software and Services -> Infrastructure,S21,"Cairo, Cairo Governorate, Egypt",21,Active,Ongoing
Dime,Consumer -> Content,S21,"San Francisco, CA, USA",21,Active,Ongoing
Telivy,B2B Software and Services -> Security,S21,"San Francisco, CA, USA",21,Active,Ongoing
Zuma,B2B Software and Services,S21,"San Francisco, CA, USA",21,Active,Ongoing
PAYZE,Financial Technology -> Payments,S21,"Tbilisi, Tbilisi, Georgia",21,Active,Ongoing
Humane Genomics,Healthcare -> Therapeutics,S21,"New York, NY, USA",21,Active,Ongoing
Algofi,Financial Technology,S21,,21,Active,Ongoing
Female Invest,Financial Technology,S21,"London, England, United Kingdom",21,Active,Ongoing
Ferveret,Industrials -> Climate,S21,"San Jose, CA, USA",21,Active,Ongoing
Filta,Consumer,S21,"San Francisco, CA, USA",21,Active,Ongoing
Siglo,Consumer,S21,"Mexico City, CDMX, Mexico",21,Active,Ongoing
Waterplan,B2B Software and Services,S21,Remote,21,Active,Ongoing
Buoyant Aero,Industrials -> Drones,S21,"San Francisco, CA, USA",21,Active,Ongoing
Argus,Financial Technology,S21,"New York, NY, USA",21,Active,Ongoing
Bedrock AI,B2B Software and Services -> Finance and Accounting,S21,Remote,21,Active,Ongoing
Greenwork,B2B Software and Services,S21,"San Francisco, CA, USA",21,Active,Ongoing
Nomod,Financial Technology -> Payments,S21,Remote,21,Active,Ongoing
