name,industry,subindustry,industries/0,industries/1,tags/0,tags/1,highlight_black,highlight_latinx,highlight_women,batch_season,batch_year,first_loc,region,top_acq_pub
Curri,Real Estate and Construction,Real Estate and Construction -> Construction,Real Estate and Construction,Construction,B2B,Delivery,FALSE,FALSE,FALSE,S,19,"Ventura, CA, USA",United States of America,1
Obie,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Real Estate,Insurance,FALSE,FALSE,FALSE,S,19,"Chicago, IL, USA",United States of America,1
PayMongo,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,,FALSE,FALSE,FALSE,S,19,"Taguig, NCR, Philippines",Philippines,1
treble.ai,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Automation,Marketing,TRUE,TRUE,TRUE,S,19,Remote,United States of America,1
Elpha,Consumer,Consumer -> Job and Career Services,Consumer,Job and Career Services,Community,Recruiting,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
Sequence Bio,Healthcare,Healthcare -> Drug Discovery and Delivery,Healthcare,Drug Discovery and Delivery,Drug discovery,Genomics,FALSE,FALSE,FALSE,S,19,"St. John's, NL, Canada",Canada,0
Odin,Consumer,Consumer -> Content,Consumer,Content,Consumer,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Apurata,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Fintech,E-commerce,FALSE,TRUE,FALSE,S,19,"Lima, Callao Region, Peru",Peru,0
Unflow,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,Design Tools,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
EPIC AEROSPACE,Industrials,Industrials -> Aviation and Space,Industrials,Aviation and Space,Space Exploration,Hard Tech,FALSE,TRUE,FALSE,S,19,"Buenos Aires, CABA, Argentina",Argentina,0
GitStart,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Vorticity,Industrials,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics,Cloud Computing,,FALSE,FALSE,FALSE,S,19,"Redwood City, CA, USA",United States of America,0
Debt Destroyer (Formerly Nomad Rides),Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Consumer Finance,Entertainment,FALSE,FALSE,FALSE,S,19,"Los Angeles, CA, USA",United States of America,0
Taskade,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,Artifical Intelligence,SaaS,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Index,B2B Software and Services,B2B Software and Services -> Operations,B2B Software and Services,Operations,Developer Tools,SaaS,FALSE,TRUE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Deepnote,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,Machine Learning,FALSE,FALSE,FALSE,S,19,Remote,Remote,0
Aspect,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,SaaS,FALSE,FALSE,FALSE,S,19,,Unspecified,0
Coco Pago,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Crypto / Web3,,FALSE,TRUE,FALSE,S,19,Remote,United States of America,0
Vitau,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,Consumer Health Services,Health Tech,FALSE,TRUE,FALSE,S,19,"Mexico City, CDMX, Mexico",Mexico,0
Flowbot,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,NLP,Artifical Intelligence,TRUE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
zeroheight,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Design Tools,Developer Tools,FALSE,FALSE,FALSE,S,19,"London, England, United Kingdom",United Kingdom,0
Mudafy,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Marketplace,Proptech,FALSE,TRUE,FALSE,S,19,"Buenos Aires, CABA, Argentina",Argentina,0
Traces,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,Artifical Intelligence,Deep Learning,FALSE,FALSE,TRUE,S,19,"Mountain View, CA, USA",United States of America,0
Freshpaint,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,SaaS,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
InEvent,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,SaaS,B2B,TRUE,TRUE,FALSE,S,19,Remote,United States of America,0
Heru,Financial Technology,Financial Technology,Financial Technology,,Latin America,Fintech,FALSE,TRUE,FALSE,S,19,Remote,Mexico,0
Tranqui Finanzas,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Fintech,,FALSE,TRUE,FALSE,S,19,Remote,Colombia,0
Holy Grail,Industrials,Industrials -> Climate,Industrials,Climate,Hard Tech,Carbon Capture and Removal,FALSE,FALSE,FALSE,S,19,"CA, USA",United States of America,0
Recidiviz,Government,Government,Government,,Civic Tech,Nonprofit,FALSE,FALSE,TRUE,S,19,"San Francisco, CA, USA",United States of America,0
Trella,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Logistics,Marketplace,FALSE,FALSE,FALSE,S,19,"Cairo, Cairo Governorate, Egypt",Egypt,0
Multis,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Fintech,Crypto / Web3,FALSE,FALSE,FALSE,S,19,"Paris, ÃŽle-de-France, France",France,0
Flux,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,Payments,FALSE,TRUE,FALSE,S,19,"Mexico City, CDMX, Mexico",Mexico,0
stoic.,Consumer,Consumer -> Content,Consumer,Content,Mental Health Tech,Consumer Health Services,FALSE,FALSE,FALSE,S,19,Remote,Poland,0
PredictLeads,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Machine Learning,,FALSE,FALSE,FALSE,S,19,Remote,Slovenia,0
Eden Farm,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Grocery,Supply Chain,FALSE,FALSE,FALSE,S,19,"Jakarta, Jakarta, Indonesia",Indonesia,0
Gotrade,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,FALSE,FALSE,S,19,"Earth, TX, USA",United States of America,0
Pepper,Consumer,Consumer,Consumer,,Enterprise,,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Demand Curve,Education,Education,Education,,Media,Education,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
FamPay,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,Payments,FALSE,FALSE,FALSE,S,19,"Bengaluru, KA, India",India,1
Namaste Business,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,SaaS,SMB,FALSE,FALSE,FALSE,S,19,"Bengaluru, KA, India",India,0
Khabri,Consumer,Consumer -> Content,Consumer,Content,Podcasts,India,FALSE,FALSE,FALSE,S,19,"New Delhi, DL, India",India,0
Digi-Prex,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,,,FALSE,FALSE,FALSE,S,19,"Hyderabad, Telangana, India",India,0
Vahan,B2B Software and Services,B2B Software and Services -> Recruiting and Talent,B2B Software and Services,Recruiting and Talent,Artifical Intelligence,,FALSE,FALSE,FALSE,S,19,"Bengaluru, KA, India",India,0
Boost Biomes,Industrials,Industrials -> Agriculture,Industrials,Agriculture,,,FALSE,FALSE,FALSE,S,19,"Brisbane, CA, USA",United States of America,0
Proof Trading,Financial Technology,Financial Technology -> Banking and Exchange,Financial Technology,Banking and Exchange,Finance,,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Lokal,Consumer,Consumer -> Content,Consumer,Content,Social Media,,FALSE,FALSE,FALSE,S,19,"Bengaluru, KA, India",India,0
Binks,Consumer,Consumer -> Apparel and Cosmetics,Consumer,Apparel and Cosmetics,Consumer,Supply Chain,FALSE,FALSE,TRUE,S,19,"Bengaluru, KA, India",India,0
Gaiascope,B2B Software and Services,B2B Software and Services,B2B Software and Services,,ClimateTech,Climate,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
LineLeap,Consumer,Consumer -> Food and Beverage,Consumer,Food and Beverage,Social Network,,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
CoLab,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Hardware,SaaS,FALSE,FALSE,FALSE,S,19,"St. John's, NL, Canada",Canada,0
EARTH AI,Industrials,Industrials -> Climate,Industrials,Climate,Mining,AI-Enhanced Learning,FALSE,FALSE,FALSE,S,19,"Sydney, NSW, Australia",Australia,0
Flow,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Wasmer,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Microverse,Education,Education,Education,,Education,Remote,FALSE,TRUE,FALSE,S,19,Remote,Remote,0
spotLESS Materials,Industrials,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics,Hard Tech,Nanotechnology,FALSE,FALSE,TRUE,S,19,"State College, PA, USA",United States of America,0
Kern Systems,Healthcare,Healthcare -> Industrial Bio,Healthcare,Industrial Bio,Genomics,Nanotechnology,FALSE,FALSE,FALSE,S,19,"Boston, MA, USA",United States of America,0
Arpeggio Bio,Healthcare,Healthcare -> Drug Discovery and Delivery,Healthcare,Drug Discovery and Delivery,Biotech,Drug discovery,FALSE,FALSE,FALSE,S,19,"Boulder, CO, USA",United States of America,0
DirectShifts,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Healthcare,Recruiting,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Rosebud AI,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Generative AI,Deep Learning,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
Hatchways,B2B Software and Services,B2B Software and Services -> Recruiting and Talent,B2B Software and Services,Recruiting and Talent,HR Tech,Recruiting,FALSE,FALSE,TRUE,S,19,"Toronto, ON, Canada",Canada,0
Adla,Consumer,Consumer -> Apparel and Cosmetics,Consumer,Apparel and Cosmetics,E-commerce,,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
Million Marker,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Consumer Health Services,Digital Health,FALSE,FALSE,TRUE,S,19,"Berkeley, CA, USA",United States of America,0
Flo Recruit,B2B Software and Services,B2B Software and Services -> Recruiting and Talent,B2B Software and Services,Recruiting and Talent,Recruiting,,FALSE,FALSE,TRUE,S,19,"Austin, TX, USA",United States of America,0
Rainbow,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Crypto / Web3,DeFi,FALSE,FALSE,TRUE,S,19,"New York, NY, USA",United States of America,1
basis,Real Estate and Construction,Real Estate and Construction -> Construction,Real Estate and Construction,Construction,Construction,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Brave Care,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Consumer Health Services,Telehealth,FALSE,FALSE,TRUE,S,19,"Portland, OR, USA",United States of America,0
Outtalent,Education,Education,Education,,Education,Emerging Markets,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Canix,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,Cannabis,SaaS,FALSE,FALSE,TRUE,S,19,"San Francisco, CA, USA",United States of America,0
Green Canopy NODE,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Housing,Hardware,FALSE,FALSE,TRUE,S,19,"Seattle, WA, USA",United States of America,0
KubeSail,Consumer,Consumer -> Consumer Electronics,Consumer,Consumer Electronics,Hardware,Kubernetes,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Banner,Real Estate and Construction,Real Estate and Construction,Real Estate and Construction,,Proptech,SaaS,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
OpenReplay,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Developer Tools,SaaS,FALSE,FALSE,FALSE,S,19,"Paris, ÃŽle-de-France, France",France,0
Zeta Surgical,Healthcare,Healthcare -> Medical Devices,Healthcare,Medical Devices,Augmented Reality,Medical Robotics,FALSE,FALSE,FALSE,S,19,"Boston, MA, USA",United States of America,0
Fynn,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Fintech,Education,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Tandem,B2B Software and Services,B2B Software and Services -> Productivity,B2B Software and Services,Productivity,SaaS,Collaboration,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Nonu,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,India,,FALSE,FALSE,FALSE,S,19,"Hyderabad, Telangana, India",India,0
UpEquity,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Real Estate,Fintech,FALSE,FALSE,FALSE,S,19,"Austin, TX, USA",United States of America,0
Lumineye,Government,Government,Government,,Radar,Hardware,FALSE,FALSE,TRUE,S,19,"Boise, ID, USA",United States of America,0
Yummy Future,Industrials,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics,Food Service Robots & Machines,Robotics,FALSE,FALSE,FALSE,S,19,"Champaign, IL, USA",United States of America,0
Kitekraft,Industrials,Industrials -> Energy,Industrials,Energy,Climate,Renewable Energy,FALSE,FALSE,FALSE,S,19,"Munich, BY, Germany",Germany,0
Mindset Health,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Mental Health Tech,Consumer Health Services,FALSE,FALSE,FALSE,S,19,"Melbourne, VIC, Australia",Australia,0
LunaSec,B2B Software and Services,B2B Software and Services -> Security,B2B Software and Services,Security,"Security Orchestration, Automation and Response (SOAR)",Open Source,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
GEn1E Lifesciences,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Healthcare,Biotech,FALSE,FALSE,TRUE,S,19,"Palo Alto, CA, USA",United States of America,0
Dashblock,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,Machine Learning,FALSE,FALSE,FALSE,S,19,"Paris, ÃŽle-de-France, France",France,0
Prolific,B2B Software and Services,B2B Software and Services,B2B Software and Services,,AIOps,Marketplace,FALSE,FALSE,FALSE,S,19,Remote,United Kingdom,0
AudioFocus,Consumer,Consumer -> Consumer Electronics,Consumer,Consumer Electronics,Deep Learning,Hardware,FALSE,FALSE,FALSE,S,19,"Oakland, CA, USA",United States of America,0
Soteris,Financial Technology,Financial Technology -> Insurance,Financial Technology,Insurance,Artifical Intelligence,Fintech,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Narrator,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Lucid Drone Tech,Industrials,Industrials -> Drones,Industrials,Drones,Drones,Robotics,FALSE,FALSE,FALSE,S,19,"Charlotte, NC, USA",United States of America,0
Actiondesk,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",SaaS,,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Ever Loved,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Marketplace,,FALSE,FALSE,TRUE,S,19,"San Francisco, CA, USA",United States of America,0
Intersect Labs,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Analytics,,FALSE,FALSE,FALSE,S,19,"San Diego, CA, USA",United States of America,0
Pair Team,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,Workflow Automation,,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
Hype and Vice,Consumer,Consumer -> Apparel and Cosmetics,Consumer,Apparel and Cosmetics,Fashion,Apparel,FALSE,TRUE,TRUE,S,19,"Los Angeles, CA, USA",United States of America,0
Zeal,Financial Technology,Financial Technology,Financial Technology,,Fintech,SaaS,FALSE,FALSE,TRUE,S,19,"San Francisco, CA, USA",United States of America,0
Jupiter,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Food & Beverage,E-Commerce,TRUE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Short Story,Consumer,Consumer -> Apparel and Cosmetics,Consumer,Apparel and Cosmetics,E-commerce,Marketplace,FALSE,FALSE,TRUE,S,19,"San Francisco, CA, USA",United States of America,0
Juno College of Technology,Education,Education,Education,,Education,,FALSE,FALSE,TRUE,S,19,"Toronto, ON, Canada",Canada,0
Shift Health,Healthcare,Healthcare -> Healthcare Services,Healthcare,Healthcare Services,SaaS,Fintech,FALSE,FALSE,FALSE,S,19,"Lehi, UT, USA",United States of America,0
Mighty Health,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Consumer Health Services,,FALSE,TRUE,FALSE,S,19,Remote,United States of America,0
Legacy,Healthcare,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness,Fertility Tech,Consumer Health Services,FALSE,FALSE,FALSE,S,19,Remote,United States of America,1
Well Principled,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Machine Learning,SaaS,FALSE,FALSE,FALSE,S,19,"St. Louis, MO, USA",United States of America,0
Kraftful,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Artifical Intelligence,B2B,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
communion,B2B Software and Services,B2B Software and Services -> Marketing,B2B Software and Services,Marketing,Advertising,Marketing,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Pillar,Consumer,Consumer -> Content,Consumer,Content,E-commerce,,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
BuildStream,Real Estate and Construction,Real Estate and Construction -> Construction,Real Estate and Construction,Construction,Payroll,Fintech,FALSE,FALSE,FALSE,S,19,"London, England, United Kingdom",United Kingdom,0
Gamebytes,Consumer,Consumer -> Gaming,Consumer,Gaming,Gaming,Metaverse,TRUE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Method Financial,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,SaaS,FALSE,TRUE,FALSE,S,19,"Austin, TX, USA",United States of America,0
Heroic Story,Consumer,Consumer -> Gaming,Consumer,Gaming,Cloud Gaming,Gaming,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Courier,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,Messaging,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Lofty,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Crypto / Web3,Real Estate,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Apero Health,Healthcare,Healthcare -> Healthcare IT,Healthcare,Healthcare IT,,,FALSE,FALSE,TRUE,S,19,"San Francisco, CA, USA",United States of America,0
Shiru,Healthcare,Healthcare -> Industrial Bio,Healthcare,Industrial Bio,Cellular Agriculture,AI-powered Drug Discovery,FALSE,FALSE,TRUE,S,19,"Emeryville, CA, USA",United States of America,0
Cuboh,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,Food Tech,SaaS,FALSE,TRUE,FALSE,S,19,"Victoria, BC, Canada",Canada,0
MoFE,Consumer,"Consumer -> Travel, Leisure and Tourism",Consumer,"Travel, Leisure and Tourism",Virtual Reality,Entertainment,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Dex,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,SaaS,Productivity,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
PopSQL,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",SaaS,Developer Tools,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Playground AI,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Generative AI,Artifical Intelligence,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Prenda,Education,Education,Education,,Education,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Path,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Education,Crypto / Web3,TRUE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Together Software,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,SaaS,,FALSE,FALSE,FALSE,S,19,"Toronto, ON, Canada",Canada,0
Beacons,Consumer,Consumer -> Social,Consumer,Social,SaaS,,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Zippi,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Fintech,,FALSE,TRUE,TRUE,S,19,Remote,Brazil,0
Wren,Industrials,Industrials -> Climate,Industrials,Climate,Consumer,Climate,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
Forward,B2B Software and Services,B2B Software and Services,B2B Software and Services,,Food Tech,Retail,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Swadesh,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Business Score,B2B Software and Services,B2B Software and Services -> Operations,B2B Software and Services,Operations,Investments,Finance,TRUE,FALSE,FALSE,S,19,"London, England, United Kingdom",United Kingdom,1
MyPetrolPump,B2B Software and Services,B2B Software and Services -> Supply Chain and Logistics,B2B Software and Services,Supply Chain and Logistics,Logistics,India,FALSE,FALSE,FALSE,S,19,"Bengaluru, KA, India",India,1
Wingman,B2B Software and Services,B2B Software and Services -> Sales,B2B Software and Services,Sales,SaaS,,FALSE,FALSE,TRUE,S,19,"Bengaluru, KA, India",India,1
Data Mechanics,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Data Engineering,B2B,FALSE,FALSE,FALSE,S,19,"Paris, ÃŽle-de-France, France",France,1
Bouncer,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Payments,Identity,FALSE,FALSE,FALSE,S,19,"Oakland, CA, USA",United States of America,1
FeaturePeek,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Developer Tools,SaaS,FALSE,FALSE,FALSE,S,19,Remote,United States of America,1
TaxProper,Real Estate and Construction,Real Estate and Construction,Real Estate and Construction,,Real Estate,SaaS,FALSE,FALSE,FALSE,S,19,"Chicago, IL, USA",United States of America,1
Sable,Financial Technology,Financial Technology -> Consumer Finance,Financial Technology,Consumer Finance,Fintech,,FALSE,FALSE,TRUE,S,19,"New York, NY, USA",United States of America,1
Voyage Biomedical,Healthcare,Healthcare -> Medical Devices,Healthcare,Medical Devices,Hardware,Medical Devices,FALSE,FALSE,TRUE,S,19,"Berkeley, CA, USA",United States of America,1
Bayes,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",Data Visualization,,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,1
Palifer,Industrials,Industrials -> Automotive,Industrials,Automotive,Artifical Intelligence,,FALSE,FALSE,FALSE,S,19,"San Jose, CA, USA",United States of America,1
Covela,Financial Technology,Financial Technology -> Insurance,Financial Technology,Insurance,Insurance,Latin America,FALSE,TRUE,FALSE,S,19,"Mexico City, CDMX, Mexico",Mexico,0
Valiu,Financial Technology,Financial Technology -> Payments,Financial Technology,Payments,Fintech,Crypto / Web3,FALSE,TRUE,FALSE,S,19,Remote,Colombia,0
Mipos.dev,B2B Software and Services,B2B Software and Services -> Retail,B2B Software and Services,Retail,API,Restaurant Tech,FALSE,TRUE,FALSE,S,19,"Mexico City, CDMX, Mexico",Mexico,0
Alana,B2B Software and Services,B2B Software and Services -> Recruiting and Talent,B2B Software and Services,Recruiting and Talent,SaaS,B2B,FALSE,TRUE,FALSE,S,19,"Mexico City, CDMX, Mexico",Mexico,0
Tensil,Industrials,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics,Artifical Intelligence,Hardware,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Blair,Financial Technology,Financial Technology -> Credit and Lending,Financial Technology,Credit and Lending,Education,Fintech,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Zergo,Healthcare,Healthcare -> Diagnostics,Healthcare,Diagnostics,Fertility Tech,Hardware,FALSE,FALSE,FALSE,S,19,"Waterloo, ON, Canada",Canada,0
Lightwell,B2B Software and Services,"B2B Software and Services -> Engineering, Product and Design",B2B Software and Services,"Engineering, Product and Design",,,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Revel,Consumer,Consumer -> Social,Consumer,Social,Community,,FALSE,FALSE,TRUE,S,19,Remote,United States of America,0
Lantern,B2B Software and Services,B2B Software and Services -> Analytics,B2B Software and Services,Analytics,Artifical Intelligence,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Encepheal Therapeutics,Healthcare,Healthcare -> Therapeutics,Healthcare,Therapeutics,Drug discovery,Therapeutics,FALSE,FALSE,FALSE,S,19,"Winston-Salem, NC, USA",United States of America,0
Preclusio,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,Privacy,Regtech,FALSE,FALSE,FALSE,S,19,"Redwood City, CA, USA",United States of America,0
Prompt,B2B Software and Services,B2B Software and Services -> Infrastructure,B2B Software and Services,Infrastructure,CRM,,FALSE,FALSE,FALSE,S,19,,Unspecified,0
Souffle Club,Consumer,Consumer -> Job and Career Services,Consumer,Job and Career Services,Social Network,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
ReverCare,B2B Software and Services,B2B Software and Services -> Human Resources,B2B Software and Services,Human Resources,Health Tech,,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
Hey Healthcare,B2B Software and Services,B2B Software and Services,B2B Software and Services,,,,FALSE,FALSE,FALSE,S,19,Remote,United States of America,0
Safely Finance,Consumer,Consumer -> Home and Personal,Consumer,Home and Personal,Fintech,SaaS,FALSE,TRUE,FALSE,S,19,"Mountain View, CA, USA",United States of America,0
Vizy,Consumer,Consumer -> Transportation Services,Consumer,Transportation Services,SaaS,,FALSE,FALSE,FALSE,S,19,"San Francisco, CA, USA",United States of America,0
Hutsy,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate,Real Estate,,FALSE,FALSE,FALSE,S,19,"New York, NY, USA",United States of America,0
